DEALER_ID,Dealer_Name,Dealer_Brand,Dealer_Address,Dealer_Pincode,Dealer_City,Dealer_State,Dealer_Category_Level_3,FOS_Code,FOS_Name
465508,Supreme Car Decor And Auto Consultant,Supreme Car Decor And Auto Consultant,S R No 446 2 Near Nashik Phata Kasarwadi Bhosari Pune 411034 S R No 446 2 Near Nashik Phata Kasarwadi Bhosari Pune 411034  Pune Maharashtra,411034.0,Pune,Maharashtra,Car Accessories / Auto Ancillaries,90044028,Hansraj Patil
993148,Shree Krishna Tyres,Shree Krishna Tyres,Gat No468 Ground Floor Shree Krishna Tyres Nigadtalawade Road Pimpri Chinchwad Pune  Pune Maharashtra,411062.0,Pune,Maharashtra,Tyres,90041457,Afroj Mastan Shaikh
776674,5 Star Car Accessories,5 Star Car Accessories,S No Pune Mumbai Highway Nr Jakya Pune Pune  Pune Maharashtra,411034.0,Pune,Maharashtra,Car Accessories / Auto Ancillaries,90044028,Hansraj Patil
468890,Bhagyalaxmi Corporation,Bhagyalaxmi Corporation,Phuge Build Nr Hotel Ashoka Nashik Phata Kasarwadi Pune 411034 Nr Hotel Ashoka Nashik Phata  Pune Maharashtra,411034.0,Pune,Maharashtra,Cycles,90044028,Hansraj Patil
571563,V K Tyres And Auto Service,V K Tyres And Auto Service,Gajanan Maharaj Nagar Sr No 78 Near Pragati Gas Agency Dighi Pune Maharashtra 411015 Dighi Pune Maharashtra 411015  Pune Maharashtra,411015.0,Pune,Maharashtra,Tyres,90044028,Hansraj Patil
375251,Krishna Car Accessories,Krishna Car Accessories,Opp Sagar Plaza Nasik Phata Kasarwadi Pune Opp Sagar Plaza  Pune Maharashtra,411039.0,Pune,Maharashtra,Car Accessories / Auto Ancillaries,90044028,Hansraj Patil
492588,Balaji Tyres,Balaji Tyres,Plot No Bg 74 Shop No 1 And 2 Jai Tulja Bhavani Industrial Telco Road Midc Bhosari Pune 411026 Plot No Bg 74 Shop No 1 And 2 Jai Tulja Bhavani Industrial Telco Road Midc Bhosari Pune 411026  Pune Maharashtra,411026.0,Pune,Maharashtra,Tyres,90044028,Hansraj Patil
795475,V K Tyres And Auto Service,V K Tyres And Auto Service,Gajanan Maharaj Nagar Sr No 78 Near Pragati Gas Dighi Pune Pune  Pune Maharashtra,411015.0,Pune,Maharashtra,Tyres,90044028,Hansraj Patil
524330,Shree Ganesh Tyres,Shree Ganesh Tyres,Opp Gavhane Petrol Pump 202 Sa Mahadev Complex Alandi Road Shastri Chowk Pune 411039 Opp Gavhane Petrol Pump 202 Sa Mahadev Complex Alandi Road Shastri Chowk Pune 411039  Pune Maharashtra,411039.0,Pune,Maharashtra,Tyres,90044028,Hansraj Patil
60021207,Vihan Bikes  Rides,Vihan Bikes Ridesnaedc,Ground Floor Gat No 114 A Sr No 212 Grand Square Pcmc Garden Road Opp Pmt Chowk Bhosari Gaon Pimpri Chinchwad Pune Maharashtra  Pune Maharashtra,411039.0,Pune,Maharashtra,E-Bike,90044028,Hansraj Patil
495068,Singhal Traders,Singhal Traders,Near Sheetal Baug Sr No 690 3 5 Flat No 1 Nashik Road Bhosari Pune Near Sheetal Baug Sr No 690 3 5 Flat No 1 Nashik Road Bhosari Pune  Pune Maharashtra,411039.0,Pune,Maharashtra,Power Backup,90044028,Hansraj Patil
723586,Shree Mauli Tyres,Shree Mauli Tyres,E Wing Flat No E 901 Ustav S N 232 Hissa 3 Acs No 4530 Bhosri Pune Bhosri Pune  Pune Maharashtra,411026.0,Pune,Maharashtra,Tyres,90044028,Hansraj Patil
476508,Golden Wheel,Golden Wheel,Behind Star Company Midc Road Lal Topi Nagar Midc Road Pimpri Pune 411018 Behind Star Company Midc Road Lal Topi Nagar Midc Road Pimpri Pune 411018  Pune Maharashtra,411018.0,Pune,Maharashtra,Tyres,90044028,Hansraj Patil
60033052,India Car Decorpimpri Chinchwad,India Car Decorpimpri Chinchwadedc,Shop No 1 Pune Mumbai Road Nashik Phata Kasarwadi  Pune Maharashtra,411034.0,Pune,Maharashtra,Car Accessories / Auto Ancillaries,No Mapping,No Mapping
451020,Vishwanath Tyres,Vishwanath Tyres,Shubam Complex Shop No 1 2 3 4 Chinchwad Haveli Pune Shubam Complex Shop No 1 2 3 4 Chinchwad Haveli Pune  Pune Maharashtra,411033.0,Pune,Maharashtra,Tyres,90041457,Afroj Mastan Shaikh
709200,Shree Balaji Tyres ,Shree Balaji Tyres,Sectore No Plot No 68 Shop No 1 2 Nigdi Pimpri Pune  Pune Maharashtra,411044.0,Pune,Maharashtra,Tyres,90041457,Afroj Mastan Shaikh
255324,Radhika Cables And Switch Gears,Radhika Cables And Switch Gear,Near Rly Stn Arya Samaj Chowk Pimpri Pune 411017 Arya Samaj Chowk  Pune Maharashtra,411017.0,Pune,Maharashtra,Small Appliances,90051446,Dhanashri Kshirsagar
524014,Shree Narayan Tyres And Services,Shree Narayan Tyres And Services,Gat No 65 Near Jain Mandir Durganagar Akurdi Pune 411035 Gat No 65 Near Jain Mandir Durganagar Akurdi Pune 411035  Pune Maharashtra,411035.0,Pune,Maharashtra,Tyres,90041457,Afroj Mastan Shaikh
432659,Balaji Tyres,Balaji Tyres,Shop No 8 Shubham Complex Near Old Jakat Naka Chinchwadgaon Pune 411033 Chinchwadgaon  Pune Maharashtra,411033.0,Pune,Maharashtra,Tyres,90041457,Afroj Mastan Shaikh
243292,New Pal & Sons Kids Camp,New Pal & Sons Kids Camp,Shop No 2 3 A 46 Laxmi Appt Rented Qtrs Sai Chowk Pimpri Pune 411017  Pune Maharashtra,411017.0,Pune,Maharashtra,Cycles,90051446,Dhanashri Kshirsagar
346653,Darshan Tyres,Darshan Tyres,Shop No 1 2 3 4 Empire Estate C Building Pune Mumbai Road Ranka Jwellers Lane Chinchwad Pune Empire Estate  Pune Maharashtra,411019.0,Pune,Maharashtra,Tyres,90051446,Dhanashri Kshirsagar
352327,Om Sai Seawing Machine,Om Sai Seawing Machine,Shop No 16 Building 2 Shivam Market Sane Chok Chinchwad Pune Sane Chok  Pune Maharashtra,411019.0,Pune,Maharashtra,Sewing Machines,90041457,Afroj Mastan Shaikh
468051,Balaji Car Accessaries,Balaji Car Accessories,Shop No 15 16 Shubham Complex Opp Juna Jakat Naka Near Survarna Sah Bank Chinchwad Pune 411033 Shop No 15 16 Shubham Complex Opp Juna Jakat Naka Near Survarna Sah Bank Chinchwad Pune 411033  Pune Maharashtra,411033.0,Pune,Maharashtra,Car Accessories / Auto Ancillaries,90041457,Afroj Mastan Shaikh
472605,Bhandari Tyres,Bhandari Tyres,B Wing Shop No 51 Purna Nagar Chikhali Road Chinchwad Pune 411019 B Wing Shop No 51 Purna Nagar Chikhali Road Chinchwad Pune 411019  Pune Maharashtra,411019.0,Pune,Maharashtra,Tyres,90041457,Afroj Mastan Shaikh
296251,Shree Balaji Sewing Machine,Singer Mbo,Hemu Kalani Market Shop No 38 Shagun Chok Pimpri Pune Shagun Chok  Pune Maharashtra,411017.0,Pune,Maharashtra,Sewing Machines,90051446,Dhanashri Kshirsagar
60012575,Shree Constructionsnapm,Shree Constructionsnapm,Opposite Arya Samaj Mandir Maharshi Dyanand Marg Deluxe Road Pimpri Camp Maharashtra  Pune Maharashtra,411017.0,Pune,Maharashtra,Small Appliances,90051446,Dhanashri Kshirsagar
427278,Vikramaditya Tyres,Vikramaditya Tyres,Triveni Nagar Chowk Gate No 165 166 Nigadi Talawade Road Haveli Pune Triveni Nagar Chowk  Pune Maharashtra,412114.0,Pune,Maharashtra,Tyres,90041457,Afroj Mastan Shaikh
253773,Novel Sewing Machine Technologies,Novel Sewing Machine Technologies,777 First Floor Raviwar Peth Pune Raviwar Peth  Pune Maharashtra,411002.0,Pune,Maharashtra,Sewing Machines,90051446,Dhanashri Kshirsagar
60047113,Gosi Salesnaedc,Gosi Salesnaedc,Shop No1 Radhakrishan H Noa34 Rented Quarte Sr No 2339 Sai Chowk Pimpri Pune Maharashtra  Pune Maharashtra,411017.0,Pune,Maharashtra,Small Appliances,90051446,Dhanashri Kshirsagar
508444,Vakratund Tyres,Vakratund Tyres,H No 2638 Mumbai Pune Highway Vadgaon Maval Pune 412106 H No 2638 Mumbai Pune Highway Vadgaon Maval Pune 412106  Pune Maharashtra,412106.0,Pune,Maharashtra,Tyres,90041457,Afroj Mastan Shaikh
709340,Modern Cycle Company ,Modern Cycle Company,Sr No 2 12 Horao Chawal Chinchwad Pune Pune  Pune Maharashtra,411033.0,Pune,Maharashtra,Cycles,90041457,Afroj Mastan Shaikh
337044,New Sham Sewing Machine,New Sham Sewing Machine,Shop No 6 Venkatesh Market Near Railway Over Bridge Upto Bhaji Market Pimpri Camp Upto Bhaji Market Pimpri  Pune Maharashtra,411017.0,Pune,Maharashtra,Sewing Machines,90051446,Dhanashri Kshirsagar
60024965,Jmd Toyspimpri Chinchwadedc,Jmd Toyspimpri Chinchwadedc,Pune Pune  Pune Maharashtra,411017.0,Pune,Maharashtra,Toys,90051446,Dhanashri Kshirsagar
60007958,Blaze Infotechnapm,Blaze Infotechnapm,Highway Tower Office No 1 Mumbai Pune Road Chinchwad Maharashtra  Pune Maharashtra,411019.0,Pune,Maharashtra,Small Appliances,90051446,Dhanashri Kshirsagar
667577,Radha Krishna Tyres ,Radha Krishna Tyres,S No 1420 Shop No 9A Aishwaryam Comforts Cts No 510 Near Khandoba Mandir Chowk Akurdi Pune Pimpri  Pune Maharashtra,411035.0,Pune,Maharashtra,Tyres,90041457,Afroj Mastan Shaikh
952108,Sanjay Cycle Mall,Sanjay Cycle Mall,Sr No 124 Sadguru Nagar Pune Nashik Highway Pimpri Chinchwad Pune  Pune Maharashtra,411039.0,Pune,Maharashtra,Cycles,90043521,Parshuram Gangadhar Kamble
970979,Titan Company Ltd,Helios,113 Mena Kampala Arcade Globus Pondy Bazzar Thyagaraya Road T Nagar Chennai 600017   Pune Maharashtra,411060.0,Pune,Maharashtra,Watches,90042489,Jaganath Selvam
346662,Darshan Tyres,Darshan Tyres,Shop No 1 2 3 Signet Corner Subderban Complex Baner Balewadi Road Pune 411045 Subderban Complex  Pune Maharashtra,411045.0,Pune,Maharashtra,Tyres,No Mapping,No Mapping
591059,Shree Balaji Tyres,Shree Balaji Tyres,Ground Shop No 1 Shop No 10 Near Kailash Jeevan Shivangan Pashchima Dhayari Ground Shop No 1 Shop No 10 Near Kailash Jeevan Shivangan Pashchima Dhayari  Pune Maharashtra,411041.0,Pune,Maharashtra,Tyres,No Mapping,No Mapping
946664,New Balaji Car Decor,New Balaji Car Decor,Survey No 432 Pathare Mala Near Darga Pune Nagar Road Kharadi Pune  Pune Maharashtra,411014.0,Pune,Maharashtra,Car Accessories / Auto Ancillaries,90049260,Santosh Mahadeo Puri
60088847,Matrix It Solutions,Matrix It Solutions,Groundfloorshopno2Nearkalahaud Shukrawarpethindianoilpetrolpump  Pune Maharashtra,411002.0,Pune,Maharashtra,Small Appliances,No Mapping,No Mapping
682990,S S Grand Power,S S Grand Power,Pune Solapur Highway Kadakwak Wasti Loni Kalbhor Pune Solapur Highway Kadakwak Wasti Loni Kalbhor  Pune Maharashtra,412201.0,Pune,Maharashtra,Power Backup,90043001,Pruthviraj Anna Waghmode
606315,Mahesh Engineers,Mahesh Engineers,Ground Floor 351 Shukruwar Peth Ankita Chambers Shivaji Road Ground Floor 351 Shukruwar Peth Ankita Chambers Shivaji Road  Pune Maharashtra,411002.0,Pune,Maharashtra,Small Appliances,90053317,Sahil Sanjay Tank
377115,Mukund Engineers,Mukund Engineers,351 B Shukrawar Peth Shivaji Road Pune Sukhwar Peth  Pune Maharashtra,411002.0,Pune,Maharashtra,Small Appliances,90053317,Sahil Sanjay Tank
60054036,Manoj Engineersnaedc,Manoj Engineersnaedc,376 Shukrawar Peth Shree Shankar Krupa Shivaji Road Pune Pune Maharashtra  Pune Maharashtra,411002.0,Pune,Maharashtra,Small Appliances,90053317,Sahil Sanjay Tank
464442,Rishikesh Enterprises,Rishikesh Enterprises,S No A 24 Vidyut Nagar Society Koregaon Park Pune 411001 S No A 24 Vidyut Nagar Society Koregaon Park Pune 411001  Pune Maharashtra,411001.0,Pune,Maharashtra,Small Appliances,No Mapping,No Mapping
898415,Dhone Tyre Service,Dhone Tyre Service,S No 537 64 Plot No 2 Soniya Chember Market Yard Pune Pune  Pune Maharashtra,411037.0,Pune,Maharashtra,Tyres,90050139,Ramesh Vasantrao Masal
986445,Kids And Car,Kids And Car,Shop No 10 Lonkar Farm Kondwa Khurd Pune  Pune Maharashtra,411048.0,Pune,Maharashtra,Car Accessories / Auto Ancillaries,90050139,Ramesh Vasantrao Masal
60069822,Exide Care Manik Battery And Services,Exide Care Manik Battery And Services,Opposite Shewale Towers Pune Saswad Road Bhekrai Nagar  Pune Maharashtra,412308.0,Pune,Maharashtra,Power Backup,No Mapping,No Mapping
466562,Pawar Sewing Machine Co,Pawar Sewing Machine Co,Shop No 5 Sr No 110 111 Building No 31 Mahatma Phule Peth Pune 411031 Shop No 5 Sr No 110 111 Building No 31 Mahatma Phule Peth Pune 411031  Pune Maharashtra,411031.0,Pune,Maharashtra,Sewing Machines,90053317,Sahil Sanjay Tank
441566,Sainath Tyres,Sainath Tyres,Survey No 88 Opp Pmt Depo Pune Solapur Road Shewalewadi Phata Pune 412307 Shewalewadi Phata  Pune Maharashtra,412307.0,Pune,Maharashtra,Tyres,90043001,Pruthviraj Anna Waghmode
356427,Prabhat Tyres,Prabhat Tyres,17 B 13 Kothrud Industrial Estate Kothrud Pune Kothrud Industrial Estate  Pune Maharashtra,411038.0,Pune,Maharashtra,Tyres,90043198,Salman Shafi Shaikh
513069,Kushal Threads,Ketan Enterprises,581 Ghorpada Peth Laxmi Narayani Complex Khadak Mal Aali Pune 411042 581 Ghorpada Peth Laxmi Narayani Complex Khadak Mal Aali Pune 411042  Pune Maharashtra,411042.0,Pune,Maharashtra,Small Appliances,No Mapping,No Mapping
343358,Darshan Tyres,Darshan Tyres,Shop 2 3 5 6 Poonam Arcade Society 1170 11 Revenue Colony Pune Revenue Colon  Pune Maharashtra,411004.0,Pune,Maharashtra,Tyres,90043198,Salman Shafi Shaikh
831873,Kanade Tyres,Kanade Tyres,Laxmi Bhel Center Shop No 4 Serve No 28 2 A3 Near Goar Hotel Kondhwa Undri Saswad Road Undri Pune  Pune Maharashtra,411060.0,Pune,Maharashtra,Tyres,No Mapping,No Mapping
916299,Ss Grand Power ,Ss Grand Power,Pune Solapur Road 15 No Chowk Pune Municipal Corporation Pune Pune  Pune Maharashtra,411028.0,Pune,Maharashtra,Power Backup,90043001,Pruthviraj Anna Waghmode
540513,Raj Sewing Machine,Raj Sewing Machine,Shop No 01 Sn 226 Shatanand Complex Nr P M T Depot Hadapsar Pune Maharashtra 411028  Pune Maharashtra,411028.0,Pune,Maharashtra,Sewing Machines,90050122,Priyanka Sudhakar Bharti
702385,Shree Surana Rides,Shree Surana Rides,Ganesh Road Kasba Peth Pune Pune  Pune Maharashtra,411030.0,Pune,Maharashtra,Cycles,90053317,Sahil Sanjay Tank
318620,Paras Pro Audio,Paras Pro Audio,505 B Budhwar Peth Pune Budhwar Peth  Pune Maharashtra,411002.0,Pune,Maharashtra,Small Appliances,90043198,Salman Shafi Shaikh
60012681,Jay Bhole Tyresnaedc,Jay Bhole Tyresnaedc,Nitin Heights Shop No 1 Jay Bhole Tyres Pune Solapur Road Hadapsar Maharashtra  Pune Maharashtra,411028.0,Pune,Maharashtra,Tyres,90043001,Pruthviraj Anna Waghmode
588191,Parth Audio,Parth Audio,Shop No 6 448 Budhwar Peth Siddhivinayak Balasaheb Malusare Shop No 6 448 Budhwar Peth Siddhivinayak Balasaheb Malusare  Pune Maharashtra,411002.0,Pune,Maharashtra,Small Appliances,90043198,Salman Shafi Shaikh
429855,Sagar Enterprises,Sagar Enterprises,Shop No 7 Mayur Pankh Near Sheetal Petrol Pump Kondhwa Khurd Pune 411048 Near Sheetal Petrol Pump Kondhwa Khurd  Pune Maharashtra,411048.0,Pune,Maharashtra,Tyres,90050139,Ramesh Vasantrao Masal
393110,Tyre Trax,Tyre Trax,Shop No 1 To 4 Wadgaon Sheri Pune Shrishti Centre  Pune Maharashtra,411014.0,Pune,Maharashtra,Tyres,90042080,Amrita Singh
60048843,Panraj Tyres,Panraj Tyres,Shop No2 Indira Villa Katraj Kondhwa Road  Pune Maharashtra,411048.0,Pune,Maharashtra,Tyres,90050139,Ramesh Vasantrao Masal
471399,Pune Exim House,Pune Exim House,Gat No 2347 B 1 3 B Singh Ware Housing Opp Talera Nagar Nagar Road Wagholi Pune 411027 Gat No 2347 B 1 3 B Singh Ware Housing Opp Talera Nagar Nagar Road Wagholi Pune 411027  Pune Maharashtra,411027.0,Pune,Maharashtra,Tyres,90049260,Santosh Mahadeo Puri
832433,Roshni Sales And Services,Roshni Sales And Services,Ground Floor Jogeshwari Lane Shanivar Peth Pune Pune  Pune Maharashtra,411030.0,Pune,Maharashtra,Small Appliances,90053317,Sahil Sanjay Tank
385231,Rajan Tyres,Rajan Tyres,41 6 Adarsh Nagar Market Road Near Pawar Water Supplier Pune Maharashtra Pune Near Pawar Waer Supplier  Pune Maharashtra,411037.0,Pune,Maharashtra,Tyres,90050139,Ramesh Vasantrao Masal
197873,Surana Shopee,Surana Shopee,13 Kasba Peth Ganesh Road Pune Ganesh Road  Pune Maharashtra,411011.0,Pune,Maharashtra,Cycles,90053317,Sahil Sanjay Tank
988309,Shree Laxmi Tyres,Shree Laxmi Tyres,Shop No A13 Sr No 363D412 Nirman Classic Kondhwa Road Katraj Pune Pune  Pune Maharashtra,411046.0,Pune,Maharashtra,Tyres,90050139,Ramesh Vasantrao Masal
377119,Change Your Tyre,Ajmera Tyres,S No 134 Tuljabhavani Nagar Pune Nagar Highway Pune Nagar Highway  Pune Maharashtra,411047.0,Pune,Maharashtra,Tyres,90049260,Santosh Mahadeo Puri
268180,Novel Sewing Machine Technologies,Novel Sewing Machine Technologies,205 Mumbai Pune Road Pimpri Chok Pune 411018 Pimpri Chok  Pune Maharashtra,411018.0,Pune,Maharashtra,Sewing Machines,90043198,Salman Shafi Shaikh
197722,Singer India Ltd ,Singer Ebo,Shop No 6 890 Manish Co Operative Housing Society Opposed Gujrati High School Raviwar Peth Pune 411002 Raviwar Peth  Pune Maharashtra,411002.0,Pune,Maharashtra,Small Appliances,90053317,Sahil Sanjay Tank
889373,Tyre Point Hub,Tyre Point Hub,Shop No 2 Madhav Park Market Yard Road Next To Bank Of Maharashtra Pune  Pune Maharashtra,411037.0,Pune,Maharashtra,Tyres,90050139,Ramesh Vasantrao Masal
824064,Shree Sai Tyres,Shree Sai Tyres,Gat No 37 Alandi Phata Nagar Road Opp Mscb Lonikand Haveli Pune  Pune Maharashtra,412207.0,Pune,Maharashtra,Tyres,90050122,Priyanka Sudhakar Bharti
389359,Pungliya Tyres,Pungliya Tyres,426 A Shiavaji Nagar Pune Shivaji Nagar  Pune Maharashtra,411005.0,Pune,Maharashtra,Tyres,90043198,Salman Shafi Shaikh
346652,Darshan Tyres,Darshan Tyres,Shop No 3 Shrishti Centre Ramwadi Pune Nagar Rd Opp Hotel Novatel Pune 411014 Novotel Hotel  Pune Maharashtra,411014.0,Pune,Maharashtra,Tyres,90042080,Amrita Singh
60028071,Platinum Car Decorpuneedc,Platinum Car Decorpuneedc,Quality Plaza Datta Nagar Line No 1 Shop No 5 Dighi Alandi Road Near Kesar Kingdom Society Oppt Tanu Car Garage Dighi  Pune Maharashtra,411015.0,Pune,Maharashtra,Car Accessories / Auto Ancillaries,No Mapping,No Mapping
657733,Yash Tyres,Bridgestone,Kamal Bag Panmala Opposite Hotel Raj Sadar Near Hotel Vikram Misal Wagholi Pune Kamal Bag Panmala Opposite Hotel Raj Sadar Near Hotel Vikram Misal Wagholi Pune  Pune Maharashtra,412207.0,Pune,Maharashtra,Tyres,90049260,Santosh Mahadeo Puri
332552,Surana Cycles,Surana Cycles,743 Budhwar Peth Opp Singh Hero Honda Pune Phadke Haud  Pune Maharashtra,411002.0,Pune,Maharashtra,Cycles,90053317,Sahil Sanjay Tank
60080181,Swarajya Cycle Company,Swarajya Cycle Company,Shop No 1 And 2 Pune Alandi Road  Pune Maharashtra,411015.0,Pune,Maharashtra,Cycles,No Mapping,No Mapping
805933,Shankar Tyres,Shankar Tyres,Sai Satyam Park Gat Number 1354 Satyam Park Wagholi Pune  Pune Maharashtra,412307.0,Pune,Maharashtra,Tyres,90049260,Santosh Mahadeo Puri
397221,Lucky Battery,Lucky Battery,S N 48 Chandan Nagar Kharadi Chandan Nagar  Pune Maharashtra,411014.0,Pune,Maharashtra,Power Backup,No Mapping,No Mapping
787033,Ashok Tyres,Ashok Tyres,Near Ambedkar Samaj Mandir Khardi Gavthan Haveli Pune  Pune Maharashtra,411014.0,Pune,Maharashtra,Tyres,90049260,Santosh Mahadeo Puri
451354,International Tyre,International Tyre,Cts No 428 Shop No 1 Ground Floor Shree Balaji Hights Shankar Sheth Road Income Tax Office Income Tax Office Opp Wega Centre Swargate  Pune Maharashtra,411042.0,Pune,Maharashtra,Tyres,90050139,Ramesh Vasantrao Masal
723680,Swastik Cycle,Swastik Cycle,Shop No 7 Khedekar Chembar Alandi Road Yerwada Pune Pune  Pune Maharashtra,411006.0,Pune,Maharashtra,Cycles,No Mapping,No Mapping
543938,New Lucky Battery,New Lucky Batery,S No 48 Chandan Nagar Kharadi  Pune Maharashtra,411014.0,Pune,Maharashtra,Power Backup,90042080,Amrita Singh
60005258,Umesh Dattatraya Dhonenapm,Umesh Dattatraya Dhonenapm,Market Yard Sr No 53764 Plot No 2 Soniga Chambers Market Yard Road Pune Maharashtra  Pune Maharashtra,411037.0,Pune,Maharashtra,Tyres,90050139,Ramesh Vasantrao Masal
693725,Varahi New Cycle World,Varahi New Cycle World,Gat No 1410 Shop No 6 Bhadale Wasti Near Kamalbaug Oppo Yamaha Showroom Wagholipune Gat No 1410 Shop No 6 Bhadale Wasti Near Kamalbaug Oppo Yamaha Showroom Wagholipune  Pune Maharashtra,412207.0,Pune,Maharashtra,Cycles,90049260,Santosh Mahadeo Puri
687727,Saibabas Bicycles Hub,Saibabas Bicycles Hub,726 Budhwar Peth Pune Rasta Peth Pune  Pune Maharashtra,411002.0,Pune,Maharashtra,Cycles,90043198,Salman Shafi Shaikh
401587,Nirankari Wheels,Nirankari Wheels,S No 38 4 1 Mundhwa Kharadi By Pass Kharadi Pune Kharadi Bypass  Pune Maharashtra,411014.0,Pune,Maharashtra,Tyres,90042080,Amrita Singh
498469,Swapnil Tyres,Swapnil Tyres,Survey No 212 Near Symboisis International School Opposite To Gera Foliage Beside Mahad Colony Last Bus Stop Viman Nagar Haveli Pune 411014  Pune Maharashtra,411014.0,Pune,Maharashtra,Tyres,No Mapping,No Mapping
234577,Ashapura Cycle Mart ,Ashapura Cycle Mart,Sr No 45 Sangharsh Chowk Chandan Nagar Kharadi Pune 411014  Pune Maharashtra,411014.0,Pune,Maharashtra,Cycles,90042080,Amrita Singh
364517,N Mehta Tyres,Michelin,1023 24 Tilak Road Swargate Corner Pune Swargate Corner  Pune Maharashtra,411002.0,Pune,Maharashtra,Tyres,90043198,Salman Shafi Shaikh
346661,Darshan Tyres,Darshan Tyres,81 2A 5 Laxmi Colony Near Akashwani Kendra Opp Govt Fish Farm Krishna Society Hadapsar Opp Govt Fish Farm  Pune Maharashtra,411028.0,Pune,Maharashtra,Tyres,90043001,Pruthviraj Anna Waghmode
651262,Ace Kudale Car Pvt Ltd,Ace Kudale Car Private Limited,Vijay Darshan Building Parvati Darshan Soc Near Sani Guruji Road Off Singhad Vijay Darshan Building Parvati Darshan Soc Near Sani Guruji Road Off Singhad  Pune Maharashtra,411015.0,Pune,Maharashtra,Car Accessories / Auto Ancillaries,No Mapping,No Mapping
198172,Lunkad Care Decor And Care,Lunkad Care Decor And Care,Shop No 49 Plot No 25 Dhanlaxmi Marble Vadgaonsheri Dhalaxmi Marble  Pune Maharashtra,411014.0,Pune,Maharashtra,Car Accessories / Auto Ancillaries,90049260,Santosh Mahadeo Puri
369921,Marvel Sewing Machine Company,Marvel Sewing Machine Company,S No 45 3 Chandan Nagar Kharadi Road Near Sangharsh Chok Pune Sangarsh Chok  Pune Maharashtra,411014.0,Pune,Maharashtra,Sewing Machines,90042080,Amrita Singh
243772,Singh Agency,Singh Agency,745 Budhwar Peth Phadake Haud Chowk Pune 411002  Pune Maharashtra,411002.0,Pune,Maharashtra,Cycles,90043198,Salman Shafi Shaikh
395343,Shivshambho Tyres,Michelin,Shop 1 Ashirwad Bldg Gangadham Chok Plot No 580 Shop 17 Market Yard Gangadham Chok  Pune Maharashtra,411037.0,Pune,Maharashtra,Tyres,90050139,Ramesh Vasantrao Masal
366120,Super Tyres,Michelin,Ground Floor Kausar Baug Swadesh Heights S No 11 Hissa No 21 Kondhwa Khurd Pune 411048 Kausar Baug  Pune Maharashtra,411048.0,Pune,Maharashtra,Tyres,90050139,Ramesh Vasantrao Masal
530554,Priya Cycle City,Priya Cycle City,Building C1 Survey No 1A 1 2 Shop No 2 Bramha Estate Nr Jyoti Hotel Kondhawa Rd Pune 411048 Building C1 Survey No 1A 1 2 Shop No 2 Bramha Estate Nr Jyoti Hotel Kondhawa Rd Pune 411048  Pune Maharashtra,411048.0,Pune,Maharashtra,Cycles,No Mapping,No Mapping
716410,Ganesh Cycle Mart,Ganesh Cycle Mart,Shop No Cts No 550 Kasavakar Building Rasta Peth Near Apploa Cinema Pune Pune  Pune Maharashtra,411011.0,Pune,Maharashtra,Cycles,No Mapping,No Mapping
60000083,G H Store,G H Store,Wadgaon S No414 Sheri Near Jai Gas Pune Maharashtra  Pune Maharashtra,411014.0,Pune,Maharashtra,Cycles,90050122,Priyanka Sudhakar Bharti
991911,New S R Tyres,New S R Tyres,Hno341 Hno341 Laxmi Colony Pune Solapur Road Pune Pune  Pune Maharashtra,411028.0,Pune,Maharashtra,Tyres,90043001,Pruthviraj Anna Waghmode
807851,Mastercraft Tyres,Mastercraft Tyres,Sr No 142 Shop No 5 Jayshree Height Ghawane Wasti Manjari Pune Pune  Pune Maharashtra,412307.0,Pune,Maharashtra,Tyres,90043001,Pruthviraj Anna Waghmode
273527,Pradeep Traders,Pradeep Traders,Survey No 5 Gadital Hadapsar Pune Gadital  Pune Maharashtra,411028.0,Pune,Maharashtra,Small Appliances,90050122,Priyanka Sudhakar Bharti
692136,Saibabas Bicycle Studio,Saibabas Bicycle Studio,Ground Floor Gangotri Apartmentkasba Peth Pune Pune  Pune Maharashtra,411011.0,Pune,Maharashtra,Cycles,90043198,Salman Shafi Shaikh
256932,Adarsha Sales Corporation ,Adarsha Sales Corporation,Sadalaxmi Complex Shop 11 12 Beside Bank Of Maharashtra Before Reliance Mart Fatima Nagar Pune 411040  Pune Maharashtra,411040.0,Pune,Maharashtra,Cycles,90050122,Priyanka Sudhakar Bharti
775928,Padmavati Tyres,Padmavati Tyres,Shop 456 Samruddha Jeevan Sankul Undri Road Pisoli Pune  Pune Maharashtra,411060.0,Pune,Maharashtra,Tyres,90050122,Priyanka Sudhakar Bharti
834678,Gnbattery And Inverters,Gnbattery And Inverters,S N 2 Mitra Sahakar Nagar Tq Haveli Dighi Camp Pune Pune  Pune Maharashtra,411015.0,Pune,Maharashtra,Power Backup,90042080,Amrita Singh
469537,Happy Wheels,Happy Wheels,742 New Ganesh Road Budhwar Peth Pune 411002 New Ganesh Road Budhwar Peth  Pune Maharashtra,411002.0,Pune,Maharashtra,Tyres,No Mapping,No Mapping
971976,Car Fit Iswe Enterprises,Car Fit Iswe Enterprises,Ravi Garden Society Pune Solapur Highway Behind Ford Showroom Manjari Farm Hadspdsr Pune  Pune Maharashtra,412307.0,Pune,Maharashtra,Car Accessories / Auto Ancillaries,90043001,Pruthviraj Anna Waghmode
